,0
1303,Peru4126
1304,Peru4127
1305,Peru4128
1306,Peru4129
1307,Peru4130
1308,Peru4131
1309,Peru4132
1310,Peru4133
1311,Peru4134
1312,Peru4135
1313,Peru4136
1314,Peru4137
1315,Peru4138
1316,Peru4139
1317,Peru4140
1318,Peru4141
1319,Peru4142
1320,Peru4143
1321,Peru4144
1322,Peru4146
1323,Peru4147
1324,Peru4148
1325,Peru4151
1326,Peru4152
1327,Peru4153
1328,Peru4301
1329,Peru4304
1330,Peru4305
1331,Peru4306
1332,Peru4308
1333,Peru4309
1334,Peru4311
1335,Peru4312
1336,Peru4314
1337,Peru4316
1338,Peru4317
1339,Peru4318
1340,Peru4321
1341,Peru4323
1342,Peru4324
1343,Peru4454
1344,Peru4455
1345,Peru4456
1346,Peru4457
1347,Peru4458
1348,Peru4459
1349,Peru4460
1350,Peru4461
1351,Peru4462
1352,Peru4463
1353,Peru4464
1354,Peru4465
1355,Peru4466
1356,Peru4467
1357,Peru4468
1358,Peru4469
1359,Peru4470
1360,Peru4471
1361,Peru4473
1362,Peru4474
1363,Peru4475
1364,Peru4476
1365,Peru4477
1366,Peru4478
1367,Peru4479
1368,Peru4481
1369,Peru4482
1370,Peru4483
1371,Peru4484
1372,Peru4485
1373,Peru4486
1374,Peru4487
1375,Peru4488
1376,Peru4489
1377,Peru4490
1378,Peru4491
1379,Peru4492
1380,Peru4493
1381,Peru4494
1382,Peru4496
1383,Peru4497
1384,Peru4498
1385,Peru4499
1386,Peru4515
1387,Peru4516
1388,Peru4517
1389,Peru4521
1390,Peru4522
1391,Peru4523
1392,Peru4524
1393,Peru4525
1394,Peru4526
1395,Peru4527
1396,Peru4528
1397,Peru4529
1398,Peru4530
1399,Peru4531
1400,Peru4532
1401,Peru4533
1402,Peru4534
1403,Peru4535
1404,Peru4537
1405,Peru4538
1406,Peru4539
1407,Peru4540
1408,Peru4541
1409,Peru4542
1410,Peru4543
1411,Peru4544
1412,Peru4545
1413,Peru4546
1414,Peru4547
1415,Peru4548
1416,Peru4549
1417,Peru4550
1418,Peru4551
1419,Peru4552
1420,Peru4553
1421,Peru4554
1422,Peru4555
1423,Peru4556
1424,Peru4557
1425,Peru4558
1426,Peru4559
1427,Peru4561
1428,Peru4562
1429,Peru4563
1430,Peru4564
1431,Peru4565
1432,Peru4567
1433,Peru4568
1434,Peru4569
1435,Peru4570
1436,Peru4571
1437,Peru4572
1438,Peru4573
1439,Peru4575
1440,Peru4576
1441,Peru4577
1442,Peru4578
1443,Peru4579
1444,Peru4580
1445,Peru4581
1446,Peru4582
1447,Peru4583
1448,Peru4584
1449,Peru4585
1450,Peru4586
1451,Peru4587
1452,Peru4588
1453,Peru4590
1454,Peru4591
1455,Peru4592
1456,Peru4593
1457,Peru4594
1458,Peru4595
1459,Peru4596
1460,Peru4597
1461,Peru4598
1462,Peru4599
1463,Peru4600
1464,Peru4601
1465,Peru4602
1466,Peru4604
1467,Peru4605
1468,Peru4606
1469,Peru4607
1470,Peru4608
1471,Peru4609
1472,Peru4610
1473,Peru4611
1474,Peru4612
1475,Peru4613
1476,Peru4614
1477,Peru4615
1478,Peru4616
1479,Peru4617
1480,Peru4618
1481,Peru4619
1482,Peru4620
1483,Peru4622
1484,Peru4623
1485,Peru4625
1486,Peru4626
1487,Peru4627
1488,Peru4629
1489,Peru4631
1490,Peru4632
1491,Peru4633
1492,Peru4634
1493,Peru4635
1494,Peru4636
1495,Peru4646
1496,Peru4647
1497,Peru4649
1498,Peru4650
1499,Peru4651
1500,Peru4652
1501,Peru4653
1502,Peru4654
1503,Peru4655
1504,Peru4656
1505,Peru4657
1506,Peru4658
1507,Peru4659
1508,Peru4660
1509,Peru4661
1510,Peru4662
1511,Peru4663
1512,Peru4664
1513,Peru4665
1514,Peru4666
1515,Peru4667
1516,Peru4668
1517,Peru4669
1518,Peru4670
1519,Peru4671
1520,Peru4672
1521,Peru4673
1522,Peru4674
1523,Peru4675
1524,Peru4676
1525,Peru4677
1526,Peru4678
1527,Peru4679
1528,Peru4680
1529,Peru4681
1530,Peru4683
1531,Peru4684
1532,Peru4685
1533,Peru4686
1534,Peru4687
1535,Peru4688
1536,Peru4689
1537,Peru4690
1538,Peru4691
1539,Peru4692
1540,Peru4693
1541,Peru4696
1542,Peru4697
1543,Peru4699
1544,Peru4701
1545,Peru4704
1546,Peru4705
1547,Peru4708
1548,Peru4710
1549,Peru4712
1550,Peru4713
1551,Peru4715
1552,Peru4717
1553,Peru4721
1554,Peru4723
1555,Peru4724
1556,Peru4725
1557,Peru4727
1558,Peru4728
1559,Peru4731
1560,Peru4732
1561,Peru4733
1562,Peru4734
1563,Peru4735
1564,Peru4736
1565,Peru4737
1566,Peru4738
1567,Peru4739
1568,Peru4740
1569,Peru4741
1570,Peru4897
1571,Peru4898
1572,Peru4899
1573,Peru4900
1574,Peru4901
1575,Peru4902
1576,Peru4903
1577,Peru4905
1578,Peru4906
1579,Peru4907
1580,Peru4909
1581,Peru4910
1582,Peru4912
1583,Peru4915
1584,Peru4916
1585,Peru4918
1586,Peru4921
1587,Peru4923
1588,Peru4924
1589,Peru4926
1590,Peru4927
1591,Peru4929
1592,Peru4930
1593,Peru4931
1594,Peru4932
1595,Peru4933
1596,Peru4934
1597,Peru4935
1598,Peru4936
1599,Peru4937
1600,Peru4939
1601,Peru4940
1602,Peru4941
1603,Peru4942
1604,Peru4943
1605,Peru4944
1606,Peru4946
1607,Peru4949
1608,Peru4950
1609,Peru4952
1610,Peru4954
1611,Peru4955
1612,Peru4956
1613,Peru4958
1614,Peru4959
1615,Peru4960
1616,Peru4961
1617,Peru4962
1618,Peru4964
1619,Peru4966
1620,Peru4968
1621,Peru4969
1622,Peru4970
1623,Peru4971
1624,Peru4973
1625,Peru4975
1626,Peru4976
1627,Peru4978
1628,Peru4979
1629,Peru4980
1630,Peru4981
1631,Peru4983
1632,Peru4984
1633,Peru4985
1634,Peru4986
1635,Peru4987
1636,Peru4988
1637,Peru4989
1638,Peru4990
1639,Peru4991
1640,Peru4992
1641,Peru4993
1642,Peru4994
1643,Peru4995
1644,Peru4997
1645,Peru4998
1646,Peru4999
1647,Peru5000
1648,Peru5001
1649,Peru5002
1650,Peru5003
1651,Peru5004
1652,Peru5006
1653,Peru5007
1654,Peru5008
1655,Peru5009
1656,Peru5010
1657,Peru5011
1658,Peru5012
1659,Peru5013
1660,Peru5014
1661,Peru5015
1662,Peru5017
1663,Peru5019
1664,Peru5020
1665,Peru5021
1666,Peru5022
1667,Peru5023
1668,Peru5024
1669,Peru5026
1670,Peru5027
1671,Peru5028
1672,Peru5030
1673,Peru5031
1674,Peru5032
1675,Peru5033
1676,Peru5034
1677,Peru5035
1678,Peru5036
1679,Peru5038
1680,Peru5070
1681,Peru5071
1682,Peru5072
1683,Peru5073
1684,Peru5075
1685,Peru5076
1686,Peru5077
1687,Peru5078
1688,Peru5079
1689,Peru5080
1690,Peru5081
1691,Peru5083
1692,Peru5084
1693,Peru5086
1694,Peru5087
1695,Peru5089
1696,Peru5091
1697,Peru5092
1698,Peru5093
1699,Peru5094
1700,Peru5095
1701,Peru5096
1702,Peru5097
1703,Peru5099
1704,Peru5100
1705,Peru5101
1706,Peru5102
1707,Peru5103
1708,Peru5104
1709,Peru5105
1710,Peru5106
1711,Peru5107
1712,Peru5108
1713,Peru5109
1714,Peru5111
1715,Peru5113
1716,Peru5114
1717,Peru5115
1718,Peru5116
1719,Peru5118
1720,Peru5121
1721,Peru5122
1722,Peru5123
1723,Peru5125
1724,Peru5126
1725,Peru5127
1726,Peru5128
1727,Peru5129
1728,Peru5130
1729,Peru5131
1730,Peru5133
1731,Peru5134
1732,Peru5135
1733,Peru5136
1734,Peru5137
1735,Peru5138
1736,Peru5141
1737,Peru5142
1738,Peru5145
1739,Peru5147
1740,Peru5148
1741,Peru5149
1742,Peru5150
1743,Peru5151
1744,Peru5152
1745,Peru5153
1746,Peru5154
1747,Peru5155
1748,Peru5156
1749,Peru5409
1750,Peru5411
1751,Peru5412
1752,Peru5413
1753,Peru5415
1754,Peru5416
1755,Peru5417
1756,Peru5423
1757,Peru5425
1758,Peru5427
1759,Peru5428
1760,Peru5429
1761,Peru5430
1762,Peru5431
1763,Peru5432
1764,Peru5433
1765,Peru5435
1766,Peru5437
1767,Peru5438
1768,Peru5439
1769,Peru5441
1770,Peru5444
1771,Peru5445
1772,Peru5446
1773,Peru5447
1774,Peru5448
1775,Peru5449
1776,Peru5450
1777,Peru5454
1778,Peru5455
1779,SAMEA1015922
1780,SAMEA1015923
1781,SAMEA1015929
1782,SAMEA1015931
1783,SAMEA1015932
1784,SAMEA1015933
1785,SAMEA1015935
1786,SAMEA1015936
1787,SAMEA1015939
1788,SAMEA1015940
1789,SAMEA1015941
1790,SAMEA1015943
1791,SAMEA1015944
1792,SAMEA1015949
1793,SAMEA1015951
1794,SAMEA1015954
1795,SAMEA1015957
1796,SAMEA1015958
1797,SAMEA1015959
1798,SAMEA1015960
1799,SAMEA1015961
1800,SAMEA1015962
1801,SAMEA1015968
1802,SAMEA1015969
1803,SAMEA1015973
1804,SAMEA1015977
1805,SAMEA1015978
1806,SAMEA1015979
1807,SAMEA1015980
1808,SAMEA1015982
1809,SAMEA1015985
1810,SAMEA1015986
1811,SAMEA1015987
1812,SAMEA1015988
1813,SAMEA1015989
1814,SAMEA1015990
1815,SAMEA1015991
1816,SAMEA1015995
1817,SAMEA1015996
1818,SAMEA1015997
1819,SAMEA1015998
1820,SAMEA1016000
1821,SAMEA1016002
1822,SAMEA1016004
1823,SAMEA1016005
1824,SAMEA1016006
1825,SAMEA1016007
1826,SAMEA1016008
1827,SAMEA1016010
1828,SAMEA1016013
1829,SAMEA1016015
1830,SAMEA1016018
1831,SAMEA1016019
1832,SAMEA1016021
1833,SAMEA1016023
1834,SAMEA1016024
1835,SAMEA1016025
1836,SAMEA1016026
1837,SAMEA1016029
1838,SAMEA1016030
1839,SAMEA1016033
1840,SAMEA1016034
1841,SAMEA1016039
1842,SAMEA1016044
1843,SAMEA1016045
1844,SAMEA1016047
1845,SAMEA1016051
1846,SAMEA1016052
1847,SAMEA1016053
1848,SAMEA1016054
1849,SAMEA1016060
1850,SAMEA1016061
1851,SAMEA1016063
1852,SAMEA1016071
1853,SAMEA1016072
1854,SAMEA1016073
1855,SAMEA1016075
1856,SAMEA1016077
1857,SAMEA1016078
1858,SAMEA1016080
1859,SAMEA1016081
1860,SAMEA1016082
1861,SAMEA1016088
1862,SAMEA1016089
1863,SAMEA1016090
1864,SAMEA1016091
1865,SAMEA1016093
1866,SAMEA1016097
1867,SAMEA1016098
1868,SAMEA1016100
1869,SAMEA1016101
1870,SAMEA1016103
1871,SAMEA1016104
1872,SAMEA1016109
1873,SAMEA1016113
1874,SAMEA1016114
1875,SAMEA1016117
1876,SAMEA1016118
1877,SAMEA1016120
1878,SAMEA1016122
1879,SAMEA1016124
1880,SAMEA1016126
1881,SAMEA1016128
1882,SAMEA1016129
1883,SAMEA1016130
1884,SAMEA1016134
1885,SAMEA1016143
1886,SAMEA1016145
1887,SAMEA1016146
1888,SAMEA1016147
1889,SAMEA1016148
1890,SAMEA1016152
1891,SAMEA1016158
1892,SAMEA1016159
1893,SAMEA1016161
1894,SAMEA1016162
1895,SAMEA1016163
1896,SAMEA1016165
1897,SAMEA1016166
1898,SAMEA1016167
1899,SAMEA1016171
1900,SAMEA1016172
1901,SAMEA1016174
1902,SAMEA1016175
1903,SAMEA1016176
1904,SAMEA1016178
1905,SAMEA1016181
1906,SAMEA1016182
1907,SAMEA1016184
1908,SAMEA1016185
1909,SAMEA1016186
1910,SAMEA1016187
1911,SAMEA1016190
1912,SAMEA1016191
1913,SAMEA1016194
1914,SAMEA1016196
1915,SAMEA1016197
1916,SAMEA1016198
1917,SAMEA1016201
1918,SAMEA1016202
1919,SAMEA1018838
1920,SAMEA1018839
1921,SAMEA1018840
1922,SAMEA1018843
1923,SAMEA1018844
1924,SAMEA1018845
1925,SAMEA1018846
1926,SAMEA1018848
1927,SAMEA1018849
1928,SAMEA1018850
1929,SAMEA1018853
1930,SAMEA1018855
1931,SAMEA1018856
1932,SAMEA1018857
1933,SAMEA1018859
1934,SAMEA1018862
1935,SAMEA1018863
1936,SAMEA1018864
1937,SAMEA1018866
1938,SAMEA1018867
1939,SAMEA1018869
1940,SAMEA1018870
1941,SAMEA1018871
1942,SAMEA1018872
1943,SAMEA1018878
1944,SAMEA1018881
1945,SAMEA1018883
1946,SAMEA1018884
1947,SAMEA1018885
1948,SAMEA1018886
1949,SAMEA1018889
1950,SAMEA1018890
1951,SAMEA1018891
1952,SAMEA1018892
1953,SAMEA1018896
1954,SAMEA1018897
1955,SAMEA1018898
1956,SAMEA1018899
1957,SAMEA1018900
1958,SAMEA1018901
1959,SAMEA1018904
1960,SAMEA1018905
1961,SAMEA1018906
1962,SAMEA1018907
1963,SAMEA1018908
1964,SAMEA1018911
1965,SAMEA1018912
1966,SAMEA1018913
1967,SAMEA1018914
1968,SAMEA1018916
1969,SAMEA1018918
1970,SAMEA1018920
1971,SAMEA1018921
1972,SAMEA1018923
1973,SAMEA1018924
1974,SAMEA1018925
1975,SAMEA1018927
1976,SAMEA1018928
1977,SAMEA1018929
1978,SAMEA1018931
1979,SAMEA1018934
1980,SAMEA1018935
1981,SAMEA1018936
1982,SAMEA1018941
1983,SAMEA1018943
1984,SAMEA1018945
1985,SAMEA1018948
1986,SAMEA1018949
1987,SAMEA1018950
1988,SAMEA1018954
1989,SAMEA1018957
1990,SAMEA1018958
1991,SAMEA1018959
1992,SAMEA1018960
1993,SAMEA1018962
1994,SAMEA1018963
1995,SAMEA1018967
1996,SAMEA1018968
1997,SAMEA1018969
1998,SAMEA1018972
1999,SAMEA1018973
2000,SAMEA1018975
2001,SAMEA1018976
2002,SAMEA1018977
2003,SAMEA1018980
2004,SAMEA1018981
2005,SAMEA1018983
2006,SAMEA1018985
2007,SAMEA1018987
2008,SAMEA1018989
2009,SAMEA1018990
2010,SAMEA1018993
2011,SAMEA1018994
2012,SAMEA1018995
2013,SAMEA1018998
2014,SAMEA1018999
2015,SAMEA1019001
2016,SAMEA1019002
2017,SAMEA1019003
2018,SAMEA1019004
2019,SAMEA1019006
2020,SAMEA1019008
2021,SAMEA1019010
2022,SAMEA1019011
2023,SAMEA1019012
2024,SAMEA1019013
2025,SAMEA1019014
2026,SAMEA1019016
2027,SAMEA1019017
2028,SAMEA1019021
2029,SAMEA1019022
2030,SAMEA1019024
2031,SAMEA1019028
2032,SAMEA1019029
2033,SAMEA1019031
2034,SAMEA1019032
2035,SAMEA1019033
2036,SAMEA1019034
2037,SAMEA1019036
2038,SAMEA1019037
2039,SAMEA1019041
2040,SAMEA1019043
2041,SAMEA1019047
2042,SAMEA1019048
2043,SAMEA1019049
2044,SAMEA1019050
2045,SAMEA1019052
2046,SAMEA1019053
2047,SAMEA1019054
2048,SAMEA1019055
2049,SAMEA1019056
2050,SAMEA1019058
2051,SAMEA1019062
2052,SAMEA1019064
2053,SAMEA1019065
2054,SAMEA1019066
2055,SAMEA1019067
2056,SAMEA1019068
2057,SAMEA1019071
2058,SAMEA1019075
2059,SAMEA1019077
2060,SAMEA1019080
2061,SAMEA1019082
2062,SAMEA1019084
2063,SAMEA1019085
2064,SAMEA1019088
2065,SAMEA1019093
2066,SAMEA1019094
2067,SAMEA1019095
2068,SAMEA1019099
2069,SAMEA1019100
2070,SAMEA1019101
2071,SAMEA1019102
2072,SAMEA1019108
2073,SAMEA1019109
2074,SAMEA1019110
2075,SAMEA1019113
2076,SAMEA1019118
2077,SAMEA1019119
2078,SAMEA1019120
2079,SAMEA1019121
2080,SAMEA1019123
2081,SAMEA1019126
2082,SAMEA1019128
2083,SAMEA1019133
2084,SAMEA1019134
2085,SAMEA1019136
2086,SAMEA1019137
2087,SAMEA1019139
2088,SAMEA1019142
2089,SAMEA1019143
2090,SAMEA1019145
2091,SAMEA1019146
2092,SAMEA1019150
2093,SAMEA1019151
2094,SAMEA1019155
2095,SAMEA1019157
2096,SAMEA1019163
2097,SAMEA1019164
2098,SAMEA1019166
2099,SAMEA1019167
2100,SAMEA1019169
2101,SAMEA1019171
2102,SAMEA1019174
2103,SAMEA1019178
2104,SAMEA1019179
2105,SAMEA1019181
2106,SAMEA1019183
2107,SAMEA1019184
2108,SAMEA1019185
2109,SAMEA1019189
2110,SAMEA1019192
2111,SAMEA1019194
2112,SAMEA1019196
2113,SAMEA1019197
2114,SAMEA1019198
2115,SAMEA1019200
2116,SAMEA1019202
2117,SAMEA1019204
2118,SAMEA1019210
2119,SAMEA1019211
2120,SAMEA1019212
2121,SAMEA1019214
2122,SAMEA1019215
2123,SAMEA1019217
2124,SAMEA1019219
2125,SAMEA1019222
2126,SAMEA1019224
2127,SAMEA1019228
2128,SAMEA1019229
2129,SAMEA1019233
2130,SAMEA1019241
2131,SAMEA1019244
2132,SAMEA1019245
2133,SAMEA1019246
2134,SAMEA1019248
2135,SAMEA1019249
2136,SAMEA1019250
2137,SAMEA1019251
2138,SAMEA1019253
2139,SAMEA1019256
2140,SAMEA1019257
2141,SAMEA1019258
2142,SAMEA1019259
2143,SAMEA1019263
2144,SAMEA1019265
2145,SAMEA1019266
2146,SAMEA1019267
2147,SAMEA1019270
2148,SAMEA1019271
2149,SAMEA1019272
2150,SAMEA1019273
2151,SAMEA1019274
2152,SAMEA1019276
2153,SAMEA1019281
2154,SAMEA1019282
2155,SAMEA1019285
2156,SAMEA1019286
2157,SAMEA1019288
2158,SAMEA1019291
2159,SAMEA1019293
2160,SAMEA1019297
2161,SAMEA1019299
2162,SAMEA1019300
2163,SAMEA1019301
2164,SAMEA1019302
2165,SAMEA1019303
2166,SAMEA1019305
2167,SAMEA1019306
2168,SAMEA1019308
2169,SAMEA1019309
2170,SAMEA1019313
2171,SAMEA1019315
2172,SAMEA1019317
2173,SAMEA1019318
2174,SAMEA1019321
2175,SAMEA1019322
2176,SAMEA1019323
2177,SAMEA1019324
2178,SAMEA1019330
2179,SAMEA104304835
2180,SAMEA104304836
2181,SAMEA104304837
2182,SAMEA104304838
2183,SAMEA104304839
2184,SAMEA104304840
2185,SAMEA104304841
2186,SAMEA104304842
2187,SAMEA104304843
2188,SAMEA104304844
2189,SAMEA104304845
2190,SAMEA104304846
2191,SAMEA104304847
2192,SAMEA104304848
2193,SAMEA104304849
2194,SAMEA104304850
2195,SAMEA104304851
2196,SAMEA104304852
2197,SAMEA104304853
2198,SAMEA104304854
2199,SAMEA104304855
2200,SAMEA104304856
2201,SAMEA104304857
2202,SAMEA104304858
2203,SAMEA104304859
2204,SAMEA104304860
2205,SAMEA104304862
2206,SAMEA104304863
2207,SAMEA104304864
2208,SAMEA104304865
2209,SAMEA104304866
2210,SAMEA104304867
2211,SAMEA104304868
2212,SAMEA104326161
2213,SAMEA104326162
2214,SAMEA104326163
2215,SAMEA104326164
2216,SAMEA104326165
2217,SAMEA104326166
2218,SAMEA104326167
2219,SAMEA104326168
2220,SAMEA104326169
2221,SAMEA104326170
2222,SAMEA104326171
2223,SAMEA104326172
2224,SAMEA104326173
2225,SAMEA104326174
2226,SAMEA104326175
2227,SAMEA104326176
2228,SAMEA104326177
2229,SAMEA104326178
2230,SAMEA104326179
2231,SAMEA104326180
2232,SAMEA104326181
2233,SAMEA104326182
2234,SAMEA104326183
2235,SAMEA104326184
2236,SAMEA104326185
2237,SAMEA104326186
2238,SAMEA104326187
2239,SAMEA104326188
2240,SAMEA104326189
2241,SAMEA104326190
2242,SAMEA104326191
2243,SAMEA104326192
2244,SAMEA104326193
2245,SAMEA104326194
2246,SAMEA104326195
2247,SAMEA104326196
2248,SAMEA104326197
2249,SAMEA104326198
2250,SAMEA104326199
2251,SAMEA104326200
2252,SAMEA104446923
2253,SAMEA104446925
2254,SAMEA104446930
2255,SAMEA1403548
2256,SAMEA1403549
2257,SAMEA1403550
2258,SAMEA1403552
2259,SAMEA1403553
2260,SAMEA1403555
2261,SAMEA1403556
2262,SAMEA1403557
2263,SAMEA1403558
2264,SAMEA1403559
2265,SAMEA1403561
2266,SAMEA1403564
2267,SAMEA1403565
2268,SAMEA1403566
2269,SAMEA1403567
2270,SAMEA1403568
2271,SAMEA1403570
2272,SAMEA1403571
2273,SAMEA1403572
2274,SAMEA1403573
2275,SAMEA1403574
2276,SAMEA1403575
2277,SAMEA1403576
2278,SAMEA1403577
2279,SAMEA1403578
2280,SAMEA1403579
2281,SAMEA1403580
2282,SAMEA1403581
2283,SAMEA1403582
2284,SAMEA1403583
2285,SAMEA1403584
2286,SAMEA1403585
2287,SAMEA1403586
2288,SAMEA1403587
2289,SAMEA1403588
2290,SAMEA1403589
2291,SAMEA1403591
2292,SAMEA1403592
2293,SAMEA1403593
2294,SAMEA1403594
2295,SAMEA1403595
2296,SAMEA1403596
2297,SAMEA1403597
2298,SAMEA1403598
2299,SAMEA1403599
2300,SAMEA1403600
2301,SAMEA1403602
2302,SAMEA1403603
2303,SAMEA1403604
2304,SAMEA1403605
2305,SAMEA1403607
2306,SAMEA1403608
2307,SAMEA1403609
2308,SAMEA1403610
2309,SAMEA1403612
2310,SAMEA1403613
2311,SAMEA1403614
2312,SAMEA1403617
2313,SAMEA1403618
2314,SAMEA1403620
2315,SAMEA1403621
2316,SAMEA1403622
2317,SAMEA1403623
2318,SAMEA1403625
2319,SAMEA1403626
2320,SAMEA1403627
2321,SAMEA1403628
2322,SAMEA1403630
2323,SAMEA1403631
2324,SAMEA1403632
2325,SAMEA1403633
2326,SAMEA1403635
2327,SAMEA1403636
2328,SAMEA1403637
2329,SAMEA1403638
2330,SAMEA1403640
2331,SAMEA1403641
2332,SAMEA1403642
2333,SAMEA1403643
2334,SAMEA1403644
2335,SAMEA1403645
2336,SAMEA1403647
2337,SAMEA1403648
2338,SAMEA1403649
2339,SAMEA1403651
2340,SAMEA1403652
2341,SAMEA1403653
2342,SAMEA1403654
2343,SAMEA1403655
2344,SAMEA1403656
2345,SAMEA1403657
2346,SAMEA1403658
2347,SAMEA1403660
2348,SAMEA1403664
2349,SAMEA1403665
2350,SAMEA1403666
2351,SAMEA1403667
2352,SAMEA1403668
2353,SAMEA1403669
2354,SAMEA1403670
2355,SAMEA1403671
2356,SAMEA1403672
2357,SAMEA1403675
2358,SAMEA1403676
2359,SAMEA1403677
2360,SAMEA1403678
2361,SAMEA1403679
2362,SAMEA1403681
2363,SAMEA1403682
2364,SAMEA1403684
2365,SAMEA1403685
2366,SAMEA1403686
2367,SAMEA1403687
2368,SAMEA1403688
2369,SAMEA1403689
2370,SAMEA1403690
2371,SAMEA1403691
2372,SAMEA1403692
2373,SAMEA1403693
2374,SAMEA1403694
2375,SAMEA1403696
2376,SAMEA1403697
2377,SAMEA1403698
2378,SAMEA1403699
2379,SAMEA1403700
2380,SAMEA1403701
2381,SAMEA1403702
2382,SAMEA1403703
2383,SAMEA1403704
2384,SAMEA1403706
2385,SAMEA1403707
2386,SAMEA1403708
2387,SAMEA1403709
2388,SAMEA1403710
2389,SAMEA1403711
2390,SAMEA1403712
2391,SAMEA1403713
2392,SAMEA1403714
2393,SAMEA1403715
2394,SAMEA1403716
2395,SAMEA1403717
2396,SAMEA1403718
2397,SAMEA1403719
2398,SAMEA1403720
2399,SAMEA1403721
2400,SAMEA1403722
2401,SAMEA1403723
2402,SAMEA1403725
2403,SAMEA1403726
2404,SAMEA1403727
2405,SAMEA1403728
2406,SAMEA1403731
2407,SAMEA1403732
2408,SAMEA1403734
2409,SAMEA1403735
2410,SAMEA1403736
2411,SAMEA1403737
2412,SAMEA1403738
2413,SAMEA1403739
2414,SAMEA1403740
2415,SAMEA1403741
2416,SAMEA1403743
2417,SAMEA1403744
2418,SAMEA1403746
2419,SAMEA1403747
2420,SAMEA1403749
2421,SAMEA1403750
2422,SAMEA1403752
2423,SAMEA1403753
2424,SAMEA1403754
2425,SAMEA1403756
2426,SAMEA1403757
2427,SAMEA1403758
2428,SAMEA1403759
2429,SAMEA1403760
2430,SAMEA1403761
2431,SAMEA1403762
2432,SAMEA1403763
2433,SAMEA1403764
2434,SAMEA1403765
2435,SAMEA1403766
2436,SAMEA1403767
2437,SAMEA1403768
2438,SAMEA1403769
2439,SAMEA1403770
2440,SAMEA1403771
2441,SAMEA1403774
2442,SAMEA1403777
2443,SAMEA1403779
2444,SAMEA1403780
2445,SAMEA1403781
2446,SAMEA1403782
2447,SAMEA1403783
2448,SAMEA1403784
2449,SAMEA1403785
2450,SAMEA1403786
2451,SAMEA1403787
2452,SAMEA1403790
2453,SAMEA1403791
2454,SAMEA1403792
2455,SAMEA1403793
2456,SAMEA1403795
2457,SAMEA1403796
2458,SAMEA1403797
2459,SAMEA1403798
2460,SAMEA1403799
2461,SAMEA1403800
2462,SAMEA1403801
2463,SAMEA1403803
2464,SAMEA1403805
2465,SAMEA1403806
2466,SAMEA1403807
2467,SAMEA1403808
2468,SAMEA1403810
2469,SAMEA1403811
2470,SAMEA1403812
2471,SAMEA1403813
2472,SAMEA1403814
2473,SAMEA1403815
2474,SAMEA1403816
2475,SAMEA1403817
2476,SAMEA1403818
2477,SAMEA1403819
2478,SAMEA1403821
2479,SAMEA1403822
2480,SAMEA1403823
2481,SAMEA1403825
2482,SAMEA1403826
2483,SAMEA1403827
2484,SAMEA1403829
2485,SAMEA1403830
2486,SAMEA1403832
2487,SAMEA1403833
2488,SAMEA1403834
2489,SAMEA1403835
2490,SAMEA1403836
2491,SAMEA1403837
2492,SAMEA1403838
2493,SAMEA1403840
2494,SAMEA1403841
2495,SAMEA1403842
2496,SAMEA1403843
2497,SAMEA1403845
2498,SAMEA1403847
2499,SAMEA1403848
2500,SAMEA1403849
2501,SAMEA1403850
2502,SAMEA1403851
2503,SAMEA1403852
2504,SAMEA1403853
2505,SAMEA1403854
2506,SAMEA1403855
2507,SAMEA1403856
2508,SAMEA1403857
2509,SAMEA1403858
2510,SAMEA1403859
2511,SAMEA1403860
2512,SAMEA1403861
2513,SAMEA1403862
2514,SAMEA1403863
2515,SAMEA1403864
2516,SAMEA1403865
2517,SAMEA1403868
2518,SAMEA1403869
2519,SAMEA1403871
2520,SAMEA1403872
2521,SAMEA1403873
2522,SAMEA1403874
2523,SAMEA1403876
2524,SAMEA1403877
